"f:0","f:1","f:2",":0",":1",":2"
-0.020175850773839432,-0.7294530116897047,0,0.93,0,0
-0.02044075976117099,-0.7291530415935914,0,0.929,0,0
-0.020704714105080013,-0.7288490677710707,0,0.928,0,0
-0.020967702745520733,-0.7285410990402507,0,0.927,0,0
-0.02122971462244716,-0.7282291442192392,0,0.926,0,0
-0.021490738675813303,-0.7279132121261441,0,0.925,0,0
-0.021750763845573062,-0.7275933115790736,0,0.924,0,0
-0.022009779071680557,-0.7272694513961354,0,0.923,0,0
-0.02226777329408991,-0.7269416403954375,0,0.922,0,0
-0.022524735452754907,-0.726609887395088,0,0.921,0,0
-0.02278065448762978,-0.7262742012131946,0,0.92,0,0
-0.023035519338668542,-0.7259345906678656,0,0.919,0,0
-0.023289318945824977,-0.7255910645772086,0,0.918,0,0
-0.02354204224905343,-0.7252436317593317,0,0.917,0,0
-0.023793678188307688,-0.7248923010323428,0,0.916,0,0
-0.02404421570354187,-0.72453708121435,0,0.915,0,0
-0.02429364373470999,-0.7241779811234611,0,0.914,0,0
-0.024541951221766056,-0.723815009577784,0,0.913,0,0
-0.024789127104664077,-0.7234481753954269,0,0.912,0,0
-0.025035160323358174,-0.7230774873944975,0,0.911,0,0
-0.025280039807324406,-0.7227029544652055,0,0.91,0,0
-0.025523755050237407,-0.7223245866788968,0,0.909,0,0
-0.02576629699434485,-0.7219423944022911,0,0.908,0,0
-0.026007656765098308,-0.7215563878688623,0,0.907,0,0
-0.02624782548794946,-0.7211665773120839,0,0.906,0,0
-0.02648679428834977,-0.7207729729654294,0,0.905,0,0
-0.026724554291750913,-0.7203755850623725,0,0.904,0,0
-0.026961096623604464,-0.7199744238363868,0,0.903,0,0
-0.027196412409362103,-0.7195694995209458,0,0.902,0,0
-0.0274304927744754,-0.7191608223495233,0,0.901,0,0
-0.027663328844395818,-0.7187484025555928,0,0.9,0,0
-0.027894911744575146,-0.7183322503726279,0,0.899,0,0
-0.028125232600464845,-0.7179123760341023,0,0.898,0,0
-0.028354282537516595,-0.7174887897734894,0,0.897,0,0
-0.02858205268118208,-0.717061501824263,0,0.896,0,0
-0.028808534156912646,-0.7166305224198967,0,0.895,0,0
-0.029033718090160088,-0.7161958617938639,0,0.894,0,0
-0.029257595606375975,-0.7157575301796384,0,0.893,0,0
-0.029480157831011877,-0.7153155378106938,0,0.892,0,0
